"","D4_Feces_515F_806R_01","D4_Feces_515F_806R_02","D4_Feces_515F_806R_03","D4_Feces_515F_806R_04","D4_Feces_tr515F_806R_01","D4_Feces_tr515F_806R_02","D4_Feces_tr515F_806R_03","D4_Feces_tr515F_806R_04","D4_Feces_V1-tr515F_806R_01","D4_Feces_V1-tr515F_806R_02","D4_Feces_V1-tr515F_806R_03","D4_Feces_V1-tr515F_806R_04","D4_Feces_V2-tr515F_806R_01","D4_Feces_V2-tr515F_806R_02","D4_Feces_V2-tr515F_806R_03","D4_Feces_V2-tr515F_806R_04","D4_Feces_V3-tr515F_806R_01","D4_Feces_V3-tr515F_806R_02","D4_Feces_V3-tr515F_806R_03","D4_Feces_V3-tr515F_806R_04","D4_Feces_V4-tr515F_806R_01","D4_Feces_V4-tr515F_806R_02","D4_Feces_V4-tr515F_806R_03","D4_Feces_V4-tr515F_806R_04","D4_Feces_V5-tr515F_806R_01","D4_Feces_V5-tr515F_806R_02","D4_Feces_V5-tr515F_806R_03","D4_Feces_V5-tr515F_806R_04","D4_Feces_V6-tr515F_806R_01","D4_Feces_V6-tr515F_806R_02","D4_Feces_V6-tr515F_806R_03","D4_Feces_V6-tr515F_806R_04","D4_Feces_V7-tr515F_806R_01","D4_Feces_V7-tr515F_806R_02","D4_Feces_V7-tr515F_806R_03","D4_Feces_V7-tr515F_806R_04","D4_Feces_V8-tr515F_806R_01","D4_Feces_V8-tr515F_806R_02","D4_Feces_V8-tr515F_806R_03","D4_Feces_V8-tr515F_806R_04","D6_Skin_515F_806R_01","D6_Skin_515F_806R_02","D6_Skin_515F_806R_03","D6_Skin_515F_806R_04","D6_Skin_tr515F_806R_01","D6_Skin_tr515F_806R_02","D6_Skin_tr515F_806R_03","D6_Skin_tr515F_806R_04","D6_Skin_V1-tr515F_806R_01","D6_Skin_V1-tr515F_806R_02","D6_Skin_V1-tr515F_806R_03","D6_Skin_V1-tr515F_806R_04","D6_Skin_V2-tr515F_806R_01","D6_Skin_V2-tr515F_806R_02","D6_Skin_V2-tr515F_806R_03","D6_Skin_V2-tr515F_806R_04","D6_Skin_V3-tr515F_806R_01","D6_Skin_V3-tr515F_806R_02","D6_Skin_V3-tr515F_806R_03","D6_Skin_V4-tr515F_806R_01","D6_Skin_V4-tr515F_806R_02","D6_Skin_V4-tr515F_806R_03","D6_Skin_V4-tr515F_806R_04","D6_Skin_V5-tr515F_806R_01","D6_Skin_V5-tr515F_806R_02","D6_Skin_V5-tr515F_806R_03","D6_Skin_V5-tr515F_806R_04","D6_Skin_V6-tr515F_806R_01","D6_Skin_V6-tr515F_806R_02","D6_Skin_V6-tr515F_806R_03","D6_Skin_V6-tr515F_806R_04","D6_Skin_V7-tr515F_806R_01","D6_Skin_V7-tr515F_806R_02","D6_Skin_V7-tr515F_806R_03","D6_Skin_V7-tr515F_806R_04","D6_Skin_V8-tr515F_806R_01","D6_Skin_V8-tr515F_806R_02","D6_Skin_V8-tr515F_806R_03","D6_Skin_V8-tr515F_806R_04","D7_Soil_515F_806R_01","D7_Soil_515F_806R_02","D7_Soil_515F_806R_03","D7_Soil_515F_806R_04","D7_Soil_tr515F_806R_01","D7_Soil_tr515F_806R_02","D7_Soil_tr515F_806R_03","D7_Soil_tr515F_806R_04","D7_Soil_V1-tr515F_806R_01","D7_Soil_V1-tr515F_806R_02","D7_Soil_V1-tr515F_806R_03","D7_Soil_V1-tr515F_806R_04","D7_Soil_V2-tr515F_806R_01","D7_Soil_V2-tr515F_806R_02","D7_Soil_V2-tr515F_806R_03","D7_Soil_V2-tr515F_806R_04","D7_Soil_V3-tr515F_806R_01","D7_Soil_V3-tr515F_806R_02","D7_Soil_V3-tr515F_806R_03","D7_Soil_V3-tr515F_806R_04","D7_Soil_V4-tr515F_806R_01","D7_Soil_V4-tr515F_806R_02","D7_Soil_V4-tr515F_806R_03","D7_Soil_V5-tr515F_806R_01","D7_Soil_V5-tr515F_806R_02","D7_Soil_V5-tr515F_806R_03","D7_Soil_V5-tr515F_806R_04","D7_Soil_V6-tr515F_806R_01","D7_Soil_V6-tr515F_806R_02","D7_Soil_V6-tr515F_806R_03","D7_Soil_V6-tr515F_806R_04","D7_Soil_V7-tr515F_806R_01","D7_Soil_V7-tr515F_806R_02","D7_Soil_V7-tr515F_806R_03","D7_Soil_V7-tr515F_806R_04","D7_Soil_V8-tr515F_806R_01","D7_Soil_V8-tr515F_806R_02","D7_Soil_V8-tr515F_806R_03","D7_Soil_V8-tr515F_806R_04","D5_Wastewater_515F_806R_01","D5_Wastewater_515F_806R_02","D5_Wastewater_515F_806R_03","D5_Wastewater_515F_806R_04","D5_Wastewater_tr515F_806R_01","D5_Wastewater_tr515F_806R_02","D5_Wastewater_tr515F_806R_03","D5_Wastewater_tr515F_806R_04","D5_Wastewater_V1-tr515F_806R_01","D5_Wastewater_V1-tr515F_806R_02","D5_Wastewater_V1-tr515F_806R_03","D5_Wastewater_V1-tr515F_806R_04","D5_Wastewater_V2-tr515F_806R_01","D5_Wastewater_V2-tr515F_806R_02","D5_Wastewater_V2-tr515F_806R_03","D5_Wastewater_V2-tr515F_806R_04","D5_Wastewater_V3-tr515F_806R_01","D5_Wastewater_V3-tr515F_806R_02","D5_Wastewater_V3-tr515F_806R_04","D5_Wastewater_V4-tr515F_806R_01","D5_Wastewater_V4-tr515F_806R_02","D5_Wastewater_V4-tr515F_806R_03","D5_Wastewater_V4-tr515F_806R_04","D5_Wastewater_V5-tr515F_806R_01","D5_Wastewater_V5-tr515F_806R_02","D5_Wastewater_V5-tr515F_806R_03","D5_Wastewater_V5-tr515F_806R_04","D5_Wastewater_V6-tr515F_806R_02","D5_Wastewater_V6-tr515F_806R_03","D5_Wastewater_V6-tr515F_806R_04","D5_Wastewater_V7-tr515F_806R_01","D5_Wastewater_V7-tr515F_806R_02","D5_Wastewater_V7-tr515F_806R_03","D5_Wastewater_V8-tr515F_806R_01","D5_Wastewater_V8-tr515F_806R_02","D5_Wastewater_V8-tr515F_806R_03","D5_Wastewater_V8-tr515F_806R_04"
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__Bacteroidetes_BD2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,1,6,5,0,6,0,33,0,0,1,3,8,0,0,0,11,0,2,1,3,1,3,4,0,0,0,0,2,8,8,0,8,1,12
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,33,34,23,31,36,28,7,40,3,17,32,56,48,52,44,62,105,44,29,39,42,40,40,28,28,11,4,29,31,17,28,39,48,26,32
"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolineaceae_UCG-001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,7,4,0,0,2,0,2,1,6,0,0,0,0,0,5,0,0,3,4,0,0,7,3,0,0,4,4,0,0,0,0
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,10,9,4,4,4,0,0,58,3,6,8,13,9,0,4,0,6,10,10,14,5,6,10,16,17,0,21,4,7,10,3,31,8,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Gallicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,5,0,7,0,0,0,1,46,0,0,1,0,0,5,0,3,6,0,1,0,1,3,2,0,0,2,4,9,0,5,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,439,398,425,463,491,561,450,863,869,782,562,497,471,441,464,593,799,828,525,507,434,511,440,436,426,454,539,569,745,386,461,506,376,476,408,463
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,10,8,0,7,17,7,3,0,0,0,21,8,9,0,11,3,0,14,5,10,7,8,0,8,15,18,6,28,0,11,12,7,30,5,9
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,10,8,1,15,3,4,108,0,0,9,7,2,1,0,3,42,3,11,3,2,1,0,9,13,10,12,0,11,12,1,4,4,3,3
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,13,11,3,13,10,11,0,130,0,0,21,12,14,7,11,0,0,4,7,6,9,4,12,9,12,56,10,13,5,7,8,1,14,1,1
"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus_Xiphinematobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,1,0,1,0,0,0,0,0,0,0,2,13,0,0,0,0,0,3,0,0,2,3,0,0,14,3,3,0,0,0,0,0
"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15;g__SJA-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5,2,3,0,1,0,0,0,0,1,6,2,5,0,0,2,0,0,1,7,6,9,6,0,0,0,1,1,6,7,1,6,2,5
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,128,119,124,136,122,128,131,90,216,5,50,150,113,143,121,66,54,47,136,114,127,106,133,136,112,140,54,48,78,121,112,110,124,144,133,82
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,31,37,56,34,61,31,98,2,0,18,44,49,66,53,149,28,34,40,53,40,42,38,52,55,31,10,14,0,51,38,56,58,58,27,57
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,9,9,6,4,21,11,0,5,2,26,12,16,9,21,8,43,5,19,22,5,30,4,12,11,19,0,0,0,12,18,6,8,3,6,14
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,5,2,2,2,3,6,1,26,0,34,2,5,2,3,0,7,0,0,0,13,5,5,8,0,1,21,0,43,3,12,1,2,2,0,0
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,11,0,13,4,0,0,0,0,2,8,9,5,3,12,0,3,8,14,5,9,0,0,7,23,5,9,2,0,4,2,1,4,2
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,117,128,116,110,117,101,120,29,141,136,43,110,102,107,137,61,69,80,105,131,127,66,103,132,103,134,84,264,135,135,136,132,86,67,88,101
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__Kaistia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,1,4,4,0,0,30,0,5,0,0,0,0,0,5,0,2,4,4,4,0,1,0,0,0,1,2,0,3,3,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,12,6,6,12,13,0,2,0,0,14,9,7,8,21,37,10,8,7,11,11,8,9,5,11,13,10,1,18,6,4,0,7,12,25
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,86,83,90,81,86,111,86,166,130,23,52,99,95,59,68,36,5,76,82,75,81,101,94,87,94,91,162,122,114,83,78,87,107,78,87,84
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,18,8,15,18,21,13,0,2,28,0,11,17,15,7,0,1,7,13,21,4,21,10,20,10,9,21,20,23,15,10,17,10,17,11,15
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Mogibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,6,16,21,19,15,18,0,0,0,17,12,13,10,5,0,3,8,13,12,22,11,17,14,13,14,5,14,1,10,15,15,0,13,11,3
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,159,144,148,149,95,133,153,230,42,103,166,151,133,141,145,117,11,121,127,152,160,117,141,94,142,110,326,321,313,136,131,160,73,128,106,92
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,2,3,4,0,0,0,0,3,5,0,1,0,4,0,0,0,0,5,0,0,2,0,48,7,1,0,5,0,0,2,3,2
"d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,3,2,2,5,0,0,0,0,0,4,2,0,0,0
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,11,11,17,9,5,0,8,0,0,10,1,4,0,0,49,21,10,6,7,4,0,8,9,11,0,0,0,1,13,9,0,12,9,1
"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,5,3,1,0,0,0,8,1,2,0,0,0,0,0,4,2,0,4,2,13,0,0,3,2,0,0,0,2,0,2,0,0
"d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Mitsuokella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,15,16,10,17,4,16,3,0,123,6,12,21,16,37,0,7,0,15,23,17,14,25,16,18,21,31,3,24,23,29,39,4,7,20,17
"d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624,3617,3524,3699,3502,3591,3429,3547,2280,2307,2079,2819,3426,3577,3554,3685,2984,3275,3078,3835,3805,3767,3580,3699,3682,3718,3865,3804,3862,4005,3586,3696,3597,4325,4419,4254,4472
